Gene ID,Entrez Gene ID,Gene Symbol,Gene Name,Organism,Unigene ID,Ensembl ID,UniProt ID,Alias,Lifespan Effect,Phenotype Description,Longevity Influence,Max Lifespan Change,Avg Lifespan Change,Method,Bibliographic reference
898,178561,atg-9,AuTophaGy (yeast Atg homolog),Caenorhabditis elegans,,T22H9.2,,,increase,21% (daf-2 mutant) lifespan extension. For postdevelopmental RNAi (wt) maximum lifespan was extended by 10-15% .,pro,15,,RNA interference,"2424: Hashimoto et al. (2009) ""Lifespan extension by suppression of autophagy genes in Caenorhabditis elegans.""  Genes Cells 14(6):717-726 (19469880)"
25,175716,atp-2,ATP synthase F1 subunit gamma,Caenorhabditis elegans,Cel.37995,C34E10.6,,,increase,RNA interference results in extended lifespan.,anti,,,RNA interference,"183: Dillin et al. (2002) ""Rates of behavior and aging specified by mitochondrial function during development.""  Science 298(5602):2398-2401 (12471266)"
25,175716,atp-2,ATP synthase F1 subunit gamma,Caenorhabditis elegans,Cel.37995,C34E10.6,,,increase,Post developmental RNAi resulted in a 43% increase in mean lifespan.,anti,,43,RNA interference,"2247: Curran and Ruvkun (2007) ""Lifespan regulation by evolutionarily conserved genes essential for viability.""  PLoS Genet. 3(4):e56 (17411345)"
25,175716,atp-2,ATP synthase F1 subunit gamma,Caenorhabditis elegans,Cel.37995,C34E10.6,,,increase,atp-2 mutation significantly lengthen (by 20%) the lifespan of the arrested animals.,anti,,20,Mutation,"2241: Tsang et al. (2001) ""Mitochondrial respiratory chain deficiency in Caenorhabditis elegans results in developmental arrest and increased life span.""  J. Biol. Chem. 276(34):32240-32246 (11410594)"
25,175716,atp-2,ATP synthase F1 subunit gamma,Caenorhabditis elegans,Cel.37995,C34E10.6,,,increase,RNA interference of atp-2 results in an increased lifespan.,anti,,14.8,RNA interference,"3567: Reis-Rodrigues et al. (2012) ""Proteomic analysis of age-dependent changes in protein solubility identifies genes that modulate lifespan.""  Aging Cell 11(1):120-127 (22103665)"
26,172195,atp-3,ATP synthase subunit,Caenorhabditis elegans,Cel.9091,F27C1.7,,,increase,RNA interference results in lifespan extension.,anti,,,RNA interference,"2240: Hansen et al. (2005) ""New genes tied to endocrine, metabolic, and dietary regulation of lifespan from a Caenorhabditis elegans genomic RNAi screen.""  PLoS Genet. 1(1):119-128 (16103914)"
26,172195,atp-3,ATP synthase subunit,Caenorhabditis elegans,Cel.9091,F27C1.7,,,increase,Post developmental RNAi resulted in a increase in mean lifespan.,anti,,,RNA interference,"2246: Chen et al. (2007) ""Longevity determined by developmental arrest genes in Caenorhabditis elegans.""  Aging Cell 6(4):525-533 (17521386)"
26,172195,atp-3,ATP synthase subunit,Caenorhabditis elegans,Cel.9091,F27C1.7,,,increase,Post developmental RNAi resulted in a 21% increase in mean lifespan.,anti,,21,RNA interference,"2247: Curran and Ruvkun (2007) ""Lifespan regulation by evolutionarily conserved genes essential for viability.""  PLoS Genet. 3(4):e56 (17411345)"
27,179025,atp-4,ATP synthase subunit,Caenorhabditis elegans,Cel.7035,T05H4.12,,,increase,RNA interference results in lifespan extension.,anti,,,RNA interference,"2240: Hansen et al. (2005) ""New genes tied to endocrine, metabolic, and dietary regulation of lifespan from a Caenorhabditis elegans genomic RNAi screen.""  PLoS Genet. 1(1):119-128 (16103914)"
28,179541,atp-5,ATP synthase subunit,Caenorhabditis elegans,Cel.6524,C06H2.1,,,increase,RNA interference results extended lifespan.,anti,,,RNA interference,"2240: Hansen et al. (2005) ""New genes tied to endocrine, metabolic, and dietary regulation of lifespan from a Caenorhabditis elegans genomic RNAi screen.""  PLoS Genet. 1(1):119-128 (16103914)"
1758,180049,atx-3,Protein ATX-3,Caenorhabditis elegans,,,,,increase,"In contrast to single deletions, worms deficient for both cdc-48.1 (p97) and atx-3 have an extended lifespan, modulated through the insulin/IGF-1 signalling pathway.",anti,,50,Mutation,"3238: Kuhlbrodt et al. (2011) ""The Machado-Joseph disease deubiquitylase ATX-3 couples longevity and proteostasis.""  Nat. Cell Biol. 13(3):273-281 (21317884)"
899,179432,B0024.4,hypothetical protein,Caenorhabditis elegans,,B0024.4,,,increase,15% mean lifespan extension,anti,,15,RNA interference post development,"2421: Oliveira et al. (2009) ""Condition-adapted stress and longevity gene regulation by Caenorhabditis elegans SKN-1/Nrf.""  Aging Cell 8(5):524-541 (19575768)"
2045,180344,B0250.5,"Probable 3-hydroxyisobutyrate dehydrogenase, mitochondrial",Caenorhabditis elegans,9442,,,,increase,RNA interference of B0250.5 results in an increased lifespan.,anti,,10.2,RNA interference,"3567: Reis-Rodrigues et al. (2012) ""Proteomic analysis of age-dependent changes in protein solubility identifies genes that modulate lifespan.""  Aging Cell 11(1):120-127 (22103665)"
1845,176217,B0303.2,Protein B0303.2,Caenorhabditis elegans,,,,,increase,Mutatation led to increased longevity as compared to the wild type controls.,anti,7,5,Mutation,"3277: Schmeisser et al. (2013) ""Role of sirtuins in lifespan regulation is linked to methylation of nicotinamide.""  Nat. Chem. Biol. 9(11):693-700 (24077178)"
35,174734,B0491.5,Protein B0491.5,Caenorhabditis elegans,Cel.6372,B0491.5,,,increase,RNA interference in adulthood resulted in a 16% increase in mean lifespan.,anti,,16,RNA interference,"2246: Chen et al. (2007) ""Longevity determined by developmental arrest genes in Caenorhabditis elegans.""  Aging Cell 6(4):525-533 (17521386)"
35,174734,B0491.5,Protein B0491.5,Caenorhabditis elegans,Cel.6372,B0491.5,,,increase,Post developmental RNAi resulted in a extended mean life span (30-60% in different backgrounds).,anti,,60,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
36,172954,B0511.6,Protein B0511.6,Caenorhabditis elegans,Cel.18351,B0511.6,,,increase,RNA interference in adulthood extended mean lifespan by 50%.,anti,,50,RNA interference,"2247: Curran and Ruvkun (2007) ""Lifespan regulation by evolutionarily conserved genes essential for viability.""  PLoS Genet. 3(4):e56 (17411345)"
37,182030,B0546.3,Protein B0546.3,Caenorhabditis elegans,Cel.25636,B0546.3,,,increase,RNA interference increased mean lifespan by 27%.,anti,,27,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
38,176330,baf-1,Barrier to Autointegration Factor,Caenorhabditis elegans,Cel.19409,B0464.7,,,decrease,RNA interference decreased median lifespan by 28% in daf-2 mutants.,pro,,28,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
39,180982,bar-1,beta-catenin,Caenorhabditis elegans,Cel.5480,C54D1.6,,,decrease,"May play a role in regulating daf-16 during dauer formation, particularly in conditions of oxidative stress. Deletion of bar-1 reduces mean (45%) and maximal (35%) lifespan.",pro,35,45,Deletion,"1358: Essers et al. (2005) ""Functional interaction between beta-catenin and FOXO in oxidative stress signaling.""  Science 308(5725):1181-1184 (15905404)"
2112,181423,bcat-1,"Branched-chain-amino-acid aminotransferase, cytosolic",Caenorhabditis elegans,,,,,increase,Downregulation of bcat-1 in worms increased mean lifespan by 25% and maximum lifespan by 19%. In addition to extending lifespan bcat-1 downregulation also increased health span.,anti,19,25,RNA interference,"4413: Mansfeld et al. (2015) ""Branched-chain amino acid catabolism is a conserved regulator of physiological ageing.""  Nat Commun 6:10043 (26620638)"
44,177345,bec-1,BEClin (human autophagy) homolog,Caenorhabditis elegans,Cel.12317,T19E7.3,,,decrease,Required for normal dauer morphogenesis and lifespan extension. RNA interference results in a shortened lifespan.,pro,,,RNA interference,"2250: Meléndez et al. (2003) ""Autophagy genes are essential for dauer development and life-span extension in C. elegans.""  Science 301(5638):1387-1391 (12958363)"
44,177345,bec-1,BEClin (human autophagy) homolog,Caenorhabditis elegans,Cel.12317,T19E7.3,,,decrease,Shortened mean lifespan in eat-2 mutant background (24%) but not in wild-type.,pro,,,RNA interference,"2484: Jia et al. (2007) ""Autophagy genes protect against disease caused by polyglutamine expansion proteins in Caenorhabditis elegans.""  Autophagy 3(1):21-25 (17172799)"
44,177345,bec-1,BEClin (human autophagy) homolog,Caenorhabditis elegans,Cel.12317,T19E7.3,,,decrease,16% lifespan reduction (compared to wild type) and 25% lifespan reduction (in a daf-2 mutant) for RNAi from beginning of life. For post developmental RNAi maximum lifespan was extended by 10-15% both in wild-type and daf2 mutants.,pro,,16,RNA interference,"2424: Hashimoto et al. (2009) ""Lifespan extension by suppression of autophagy genes in Caenorhabditis elegans.""  Genes Cells 14(6):717-726 (19469880)"
44,177345,bec-1,BEClin (human autophagy) homolog,Caenorhabditis elegans,Cel.12317,T19E7.3,,,decrease,RNAi resulted in a 10-40% reduction in mean lifespan.,pro,,40,RNA interference,"2387: Tóth et al. (2008) ""Longevity pathways converge on autophagy genes to regulate life span in Caenorhabditis elegans.""  Autophagy 4(3):330-338 (18219227)"
664,172054,bet-1,BET-1,Caenorhabditis elegans,Cel.17209,Y119C1B.8,,,decrease,RNA interference decreased median lifespan by 20% in daf-2 mutants.,pro,,,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
45,172917,blmp-1,Blimp1 (B Lymphocyte-induced Maturation Protein-1) homolog,Caenorhabditis elegans,Cel.18891,F25D7.3,,,decrease,RNA interference decreased median lifespan by 17% in a daf-2 background and 20% in daf-2/daf-16 double mutants.,pro,,,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
45,172917,blmp-1,Blimp1 (B Lymphocyte-induced Maturation Protein-1) homolog,Caenorhabditis elegans,Cel.18891,F25D7.3,,,decrease,RNAi resulted in a 20% mean lifespan decrease.,pro,,20,RNA interference,"2423: Greer et al. (2010) ""Members of the H3K4 trimethylation complex regulate lifespan in a germline-dependent manner in C. elegans.""  Nature 466(7304):383-387 (20555324)"
2100,179948,bmk-1,Kinesin-like protein,Caenorhabditis elegans,,,,,increase,"Overexpression of bmk-1 in worms resulted in a 25% increase in lifespan and enhanced heat shock resistance. Downregulation of bmk-1 using RNAi resulted in a 32% decrease in lifespan. Hsp-16 was upregulated in response to bmk-1 overexpression, suggesting bmk-1 may protect cells from stress and inhibit apoptosis.",pro,,25,Overexpression,"4403: Qian et al. (2015) ""Bmk-1 regulates lifespan in Caenorhabditis elegans by activating hsp-16.""  Oncotarget 6(22):18790-18799 (26299918)"
47,181481,bra-1,BMP receptor Associated protein family,Caenorhabditis elegans,Cel.6488,F54B11.6,,,decrease,Mutation in adults reduces mean lifespan by 25%.,pro,,25,Mutation,"2252: Shaw et al. (2007) ""The C. elegans TGF-beta Dauer pathway regulates longevity via insulin signaling.""  Curr. Biol. 17(19):1635-1645 (17900898)"
900,175018,bub-3,yeast BUB homolog,Caenorhabditis elegans,,Y54G9A.6,,,increase,6% mean lifespan extension,anti,,6,RNA interference,"2418: Xue et al. (2007) ""A modular network model of aging.""  Mol. Syst. Biol. 3:147 (18059442)"
649,188726,bus-4,Protein BUS-4,Caenorhabditis elegans,Cel.12305,T22B11.2,,,decrease,RNA interference decreased median lifespan by 10% in wild type animals and 26% in daf-2 mutants.,pro,,10,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
660,180821,bus-8,Bacterially Un-Swollen (M. nematophilum resistant),Caenorhabditis elegans,Cel.5279,T23F2.1,,,decrease,"RNA interference decreased median lifespan by 58% in wild type animals, 81% in a daf-2 background and 45% in daf-2/daf-16 double mutants.",pro,,58,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
53,173764,C01F1.1,Protein C01F1.1,Caenorhabditis elegans,Cel.6705,C01F1.1,,,decrease,"RNA interference decreased median lifespan by 28% in wild type animals, 37% in a daf-2 background and 14% in daf-2/daf-16 double mutants.",pro,,28,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
902,173427,C03H5.3,hypothetical protein,Caenorhabditis elegans,,C03H5.3,,,increase,RNAi led to 20% increase in mean lifespan,anti,,20,RNA interference post development,"2425: Ayyadevara et al. (2009) ""Caenorhabditis elegans PI3K mutants reveal novel genes underlying exceptional stress resistance and lifespan.""  Aging Cell 8(6):706-725 (19764929)"
56,182280,C06A5.1,Protein C06A5.1,Caenorhabditis elegans,Cel.19260,C06A5.1,,,decrease,"RNA interference decreased median lifespan by 39% in wild type animals, 24% in a daf-2 background and 71% in daf-2/daf-16 double mutants.",pro,,39,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
57,176368,C07A9.2,Protein C07A9.2,Caenorhabditis elegans,Cel.19422,C07A9.2,,,decrease,"RNA interference decreased median lifespan by 26% in wild type animals, 37% in a daf-2 background and 15% in daf-2/daf-16 double mutants.",pro,,26,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
59,182438,C09B7.2,transposase,Caenorhabditis elegans,Cel.36821,C09B7.2,,,increase,RNA interference extends lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
60,181537,C11H1.3,Protein C11H1.3,Caenorhabditis elegans,Cel.11395,C11H1.3,,,decrease,"RNA interference decreased median lifespan by 10% in wild type animals, 14% in a daf-2 background and 41% in daf-2/daf-16 double mutants.",pro,,10,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
61,174637,C14A4.9,Protein C14A4.9,Caenorhabditis elegans,Cel.18286,C14A4.9,,,decrease,RNA interference decreased median lifespan by 14% in wild type animals and 41% in daf-2 mutants.,pro,,14,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
